,Date,Open,High,Low,Close,Adj Close,Volume,Adj Close.1
0,2023-06-30,0.2183399945497512,0.2311580032110214,0.210436001420021,0.2270440012216568,0.2270440012216568,55912510,91.27189636230467
1,2023-06-29,0.2143509984016418,0.2243980020284652,0.2143509984016418,0.2183600068092346,0.2183600068092346,22836398,91.15969848632812
2,2023-06-28,0.2339950054883957,0.2342569977045059,0.2117089927196502,0.2144149988889694,0.2144149988889694,36907642,91.60189819335938
3,2023-06-27,0.2198349982500076,0.2370090037584304,0.2193740010261535,0.2339819967746734,0.2339819967746734,51781591,91.56490325927734
4,2023-06-26,0.2280720025300979,0.2326840013265609,0.2173569947481155,0.2198150008916854,0.2198150008916854,35023459,91.7645034790039
5,2023-06-23,0.2291280031204223,0.248209998011589,0.229103997349739,0.2386019974946975,0.2386019974946975,57544013,91.65499877929688
6,2023-06-22,0.223471000790596,0.2526130080223083,0.2226330041885376,0.229092001914978,0.229092001914978,98532339,91.5270004272461
7,2023-06-21,0.1992989927530288,0.2278729975223541,0.1992989927530288,0.223481997847557,0.223481997847557,69348880,91.76480102539062
8,2023-06-20,0.1893830001354217,0.1995549947023391,0.1826740056276321,0.1993200033903122,0.1993200033903122,32274029,91.77660369873048
9,2023-06-16,0.1825399994850158,0.1943279951810836,0.1808999925851822,0.1902849972248077,0.1902849972248077,37033774,91.61499786376952
10,2023-06-15,0.1801040023565292,0.1879020035266876,0.1734260022640228,0.1825100034475326,0.1825100034475326,29579255,91.8249969482422
11,2023-06-14,0.1894550025463104,0.1923789978027343,0.1777600049972534,0.1801819950342178,0.1801819950342178,27767735,91.45999908447266
12,2023-06-13,0.185477003455162,0.1937620043754577,0.1835529953241348,0.1894550025463104,0.1894550025463104,36363440,91.375
13,2023-06-12,0.1831579953432083,0.1895579993724823,0.1779700070619583,0.1854709982872009,0.1854709982872009,28474727,91.73090362548828
14,2023-06-09,0.2282020002603531,0.2297829985618591,0.2169840037822723,0.2191700041294098,0.2191700041294098,26035148,91.6406021118164
15,2023-06-08,0.2286310046911239,0.2318049967288971,0.2230519950389862,0.2282160073518753,0.2282160073518753,24523248,91.86699676513672
16,2023-06-07,0.2459899932146072,0.246070995926857,0.2268459945917129,0.2285809963941574,0.2285809963941574,39260985,91.57460021972656
17,2023-06-06,0.2416660040616989,0.251257985830307,0.2339780032634735,0.2460100054740905,0.2460100054740905,34264559,91.85690307617188
18,2023-06-05,0.2708840072154999,0.2716279923915863,0.2295050024986267,0.2417510002851486,0.2417510002851486,53794570,91.90750122070312
19,2023-06-02,0.2626970112323761,0.2792789936065674,0.2589719891548157,0.2733980119228363,0.2733980119228363,45120410,91.86979675292967
20,2023-06-01,0.2640999853610992,0.2689610123634338,0.25484699010849,0.2626999914646148,0.2626999914646148,43268671,92.24240112304688
21,2023-05-31,0.2767150104045868,0.2888320088386535,0.259552001953125,0.2641049921512604,0.2641049921512604,61344777,92.10060119628906
22,2023-05-30,0.2612369954586029,0.283856987953186,0.257515013217926,0.2767930030822754,0.2767930030822754,70094022,91.89959716796876
23,2023-05-26,0.2372709959745407,0.2489929944276809,0.2321670055389404,0.2450139969587326,0.2450139969587326,54597636,91.49140167236328
24,2023-05-25,0.2322490066289901,0.2459059953689575,0.2246409952640533,0.2372879981994629,0.2372879981994629,63671978,91.481201171875
25,2023-05-24,0.2451940029859542,0.2451940029859542,0.2231110036373138,0.2322770059108734,0.2322770059108734,40769781,91.83200073242188
26,2023-05-23,0.2400150001049041,0.2482549995183944,0.2378599941730499,0.2451860010623932,0.2451860010623932,31788522,91.97760009765624
27,2023-05-22,0.2432290017604828,0.2447610050439834,0.2349749952554702,0.2400269955396652,0.2400269955396652,31591209,91.91329956054688
28,2023-05-19,0.2471220046281814,0.283286988735199,0.2427770048379898,0.2649919986724853,0.2649919986724853,108459958,91.96929931640624
29,2023-05-18,0.2568680047988891,0.2582499980926513,0.2426400035619735,0.2471780031919479,0.2471780031919479,29299485,92.0999984741211
30,2023-05-17,0.2446240037679672,0.2595129907131195,0.2383069992065429,0.2568210065364837,0.2568210065364837,34885800,92.37090301513672
31,2023-05-16,0.2470349967479705,0.2486349940299987,0.2402350008487701,0.2446250021457672,0.2446250021457672,27451682,92.56320190429688
32,2023-05-15,0.2414830029010772,0.252700001001358,0.2363789975643158,0.2470149993896484,0.2470149993896484,32332179,92.72350311279295
33,2023-05-12,0.2420250028371811,0.246068999171257,0.2304800003767013,0.2454770058393478,0.2454770058393478,37237928,92.7938003540039
34,2023-05-11,0.2631480097770691,0.2631480097770691,0.2344110012054443,0.2421000003814697,0.2421000003814697,38112333,93.13999938964844
35,2023-05-10,0.263837993144989,0.2727470099925995,0.2512750029563904,0.2631199955940246,0.2631199955940246,52564931,92.93579864501952
36,2023-05-09,0.2599349915981293,0.264629989862442,0.2487609982490539,0.2638849914073944,0.2638849914073944,38353360,92.59500122070312
37,2023-05-08,0.2904810011386871,0.2927829921245575,0.2495000064373016,0.2599250078201294,0.2599250078201294,50421542,92.58419799804688
38,2023-05-05,0.3102039992809295,0.3134739995002746,0.3006510138511657,0.3106040060520172,0.3106040060520172,34483257,92.86399841308594
39,2023-05-04,0.3250139951705932,0.3255839943885803,0.3082689940929413,0.3101960122585296,0.3101960122585296,28267811,93.16000366210938
40,2023-05-03,0.319133996963501,0.3278630077838897,0.3000229895114898,0.32498499751091,0.32498499751091,46854005,93.10369873046876
41,2023-05-02,0.3185000121593475,0.3206239938735962,0.3118749856948852,0.3191350102424621,0.3191350102424621,27137142,92.77459716796876
42,2023-05-01,0.3297770023345947,0.3302429914474487,0.3144710063934326,0.3184840083122253,0.3184840083122253,35563979,92.33489990234376
43,2023-04-28,0.34408700466156,0.3468649983406067,0.3312250077724457,0.3335430026054382,0.3335430026054382,37579989,92.68229675292967
44,2023-04-27,0.3341819941997528,0.3473039865493774,0.3312540054321289,0.3441280126571655,0.3441280126571655,54647933,92.44499969482422
45,2023-04-26,0.3450450003147125,0.3609229922294616,0.3180600106716156,0.3340789973735809,0.3340789973735809,81426063,92.76499938964844
46,2023-04-25,0.3321990072727203,0.3457799851894378,0.3205550014972687,0.3450469970703125,0.3450469970703125,44045971,92.90619659423828
47,2023-04-24,0.3354870080947876,0.344213992357254,0.3267610073089599,0.3322399854660034,0.3322399854660034,37303099,92.40350341796876
48,2023-04-21,0.3637140095233917,0.3661159873008728,0.3309090137481689,0.3339399993419647,0.3339399993419647,70930139,92.26499938964844
49,2023-04-20,0.3735210001468658,0.3808310031890869,0.3534730076789856,0.3637050092220306,0.3637050092220306,94798743,92.2852020263672
50,2023-04-19,0.4245940148830414,0.4275580048561096,0.3707160055637359,0.373649001121521,0.373649001121521,107327826,92.01110076904295
51,2023-04-18,0.4277620017528534,0.4429860115051269,0.4139649868011474,0.4246520102024078,0.4246520102024078,110225279,92.16000366210938
52,2023-04-17,0.4054920077323913,0.444676011800766,0.3948549926280975,0.4276840090751648,0.4276840090751648,177189963,92.11499786376952
53,2023-04-14,0.3619700074195862,0.4134199917316437,0.361409991979599,0.4048829972743988,0.4048829972743988,212420509,92.36499786376952
54,2023-04-13,0.3419069945812225,0.3640320003032684,0.3388749957084656,0.3620010018348694,0.3620010018348694,68993533,92.60919952392578
55,2023-04-12,0.3527080118656158,0.3539499938488006,0.3348299860954284,0.341601014137268,0.341601014137268,45710620,92.6168975830078
56,2023-04-11,0.3558250069618225,0.3641529977321625,0.3517070114612579,0.3526960015296936,0.3526960015296936,61794497,92.46890258789062
57,2023-04-10,0.3443509936332702,0.3569850027561188,0.3369430005550384,0.3558380007743835,0.3558380007743835,52765073,92.4915008544922
58,2023-04-06,0.3640809953212738,0.3640809953212738,0.3506569862365722,0.3526409864425659,0.3526409864425659,32557105,92.92120361328124
59,2023-04-05,0.3610369861125946,0.3748440146446228,0.3542470037937164,0.3640449941158294,0.3640449941158294,53427905,92.93920135498048
60,2023-04-04,0.3517209887504577,0.3624779880046844,0.3462429940700531,0.3610329926013946,0.3610329926013946,47220370,92.81500244140624
61,2023-04-03,0.3496209979057312,0.3593479990959167,0.3390080034732818,0.351749986410141,0.351749986410141,49165744,92.47219848632812
62,2023-03-31,0.3649150133132934,0.3699710071086883,0.3565990030765533,0.3667240142822265,0.3667240142822265,40915025,92.18499755859376
63,2023-03-30,0.385230004787445,0.3895129859447479,0.3562889993190765,0.3648020029067993,0.3648020029067993,56411856,91.87560272216795
64,2023-03-29,0.3557910025119781,0.3883270025253296,0.354882001876831,0.3852570056915283,0.3852570056915283,107036107,91.81520080566406
65,2023-03-28,0.3466930091381073,0.3584910035133362,0.3343620002269745,0.355787992477417,0.355787992477417,50918918,92.16310119628906
66,2023-03-27,0.3728350102901459,0.3737559914588928,0.3363060057163238,0.3467119932174682,0.3467119932174682,48530683,92.2666015625
67,2023-03-24,0.3876810073852539,0.3879460096359253,0.3604139983654022,0.3683879971504211,0.3683879971504211,50931595,92.83589935302734
68,2023-03-23,0.3801609873771667,0.3929080069065094,0.3749380111694336,0.3877080082893371,0.3877080082893371,60280506,92.80979919433594
69,2023-03-22,0.3968650102615356,0.4030010104179382,0.364190012216568,0.3801749944686889,0.3801749944686889,94848700,92.47509765625
70,2023-03-21,0.3935169875621795,0.41423499584198,0.3820860087871551,0.3970009982585907,0.3970009982585907,64453182,91.7655029296875
