Date,Open,High,Low,Close,Adj Close,Volume,Adj Close
2023-06-30,0.21833999454975128,0.23115800321102142,0.21043600142002106,0.2270440012216568,0.2270440012216568,55912510,91.27189636230469
2023-06-29,0.21435099840164185,0.22439800202846527,0.21435099840164185,0.21836000680923462,0.21836000680923462,22836398,91.15969848632812
2023-06-28,0.2339950054883957,0.23425699770450592,0.21170899271965027,0.21441499888896942,0.21441499888896942,36907642,91.60189819335938
2023-06-27,0.21983499825000763,0.23700900375843048,0.21937400102615356,0.23398199677467346,0.23398199677467346,51781591,91.56490325927734
2023-06-26,0.22807200253009796,0.23268400132656097,0.21735699474811554,0.21981500089168549,0.21981500089168549,35023459,91.7645034790039
2023-06-23,0.22912800312042236,0.24820999801158905,0.22910399734973907,0.23860199749469757,0.23860199749469757,57544013,91.65499877929688
2023-06-22,0.223471000790596,0.25261300802230835,0.2226330041885376,0.22909200191497803,0.22909200191497803,98532339,91.5270004272461
2023-06-21,0.19929899275302887,0.22787299752235413,0.19929899275302887,0.22348199784755707,0.22348199784755707,69348880,91.76480102539062
2023-06-20,0.18938300013542175,0.19955499470233917,0.18267400562763214,0.1993200033903122,0.1993200033903122,32274029,91.77660369873047
2023-06-16,0.18253999948501587,0.19432799518108368,0.1808999925851822,0.19028499722480774,0.19028499722480774,37033774,91.61499786376953
2023-06-15,0.18010400235652924,0.18790200352668762,0.17342600226402283,0.18251000344753265,0.18251000344753265,29579255,91.82499694824219
2023-06-14,0.18945500254631042,0.19237899780273438,0.17776000499725342,0.18018199503421783,0.18018199503421783,27767735,91.45999908447266
2023-06-13,0.18547700345516205,0.19376200437545776,0.18355299532413483,0.18945500254631042,0.18945500254631042,36363440,91.375
2023-06-12,0.1831579953432083,0.1895579993724823,0.1779700070619583,0.18547099828720093,0.18547099828720093,28474727,91.73090362548828
2023-06-09,0.2282020002603531,0.22978299856185913,0.21698400378227234,0.2191700041294098,0.2191700041294098,26035148,91.6406021118164
2023-06-08,0.22863100469112396,0.2318049967288971,0.2230519950389862,0.2282160073518753,0.2282160073518753,24523248,91.86699676513672
2023-06-07,0.24598999321460724,0.246070995926857,0.22684599459171295,0.2285809963941574,0.2285809963941574,39260985,91.57460021972656
2023-06-06,0.2416660040616989,0.251257985830307,0.2339780032634735,0.24601000547409058,0.24601000547409058,34264559,91.85690307617188
2023-06-05,0.2708840072154999,0.2716279923915863,0.2295050024986267,0.24175100028514862,0.24175100028514862,53794570,91.90750122070312
2023-06-02,0.2626970112323761,0.2792789936065674,0.2589719891548157,0.2733980119228363,0.2733980119228363,45120410,91.86979675292969
2023-06-01,0.26409998536109924,0.26896101236343384,0.25484699010849,0.26269999146461487,0.26269999146461487,43268671,92.24240112304688
2023-05-31,0.2767150104045868,0.28883200883865356,0.259552001953125,0.2641049921512604,0.2641049921512604,61344777,92.10060119628906
2023-05-30,0.2612369954586029,0.28385698795318604,0.257515013217926,0.2767930030822754,0.2767930030822754,70094022,91.89959716796875
2023-05-26,0.2372709959745407,0.24899299442768097,0.23216700553894043,0.2450139969587326,0.2450139969587326,54597636,91.49140167236328
2023-05-25,0.23224900662899017,0.24590599536895752,0.22464099526405334,0.2372879981994629,0.2372879981994629,63671978,91.481201171875
2023-05-24,0.24519400298595428,0.24519400298595428,0.22311100363731384,0.2322770059108734,0.2322770059108734,40769781,91.83200073242188
2023-05-23,0.24001500010490417,0.24825499951839447,0.23785999417304993,0.2451860010623932,0.2451860010623932,31788522,91.97760009765625
